dataPointID:ID(DataPoint),features,target,:LABEL
2437218390141491670,"{""MagpieData mean Row"": 5.0, ""MagpieData mode Row"": 4.0, ""MagpieData range Row"": 2.0, ""MagpieData avg_dev Row"": 0.66, ""MagpieData maximum Row"": 6.0, ""MagpieData mean Column"": 10.680000000000001, ""MagpieData mean Number"": 51.300000000000004, ""MagpieData minimum Row"": 4.0, ""MagpieData mode Column"": 9.0, ""MagpieData mode Number"": 27.0, ""MagpieData range Column"": 5.0, ""MagpieData range Number"": 52.0, ""MagpieData mean GSmagmom"": 0.510995496, ""MagpieData mean MeltingT"": 1421.3909999999998, ""MagpieData mean NValence"": 15.300000000000002, ""MagpieData mode GSmagmom"": 0.0, ""MagpieData mode MeltingT"": 1337.33, ""MagpieData mode NValence"": 9.0, ""MagpieData avg_dev Column"": 1.34, ""MagpieData avg_dev Number"": 18.282, ""MagpieData maximum Column"": 14.0, ""MagpieData maximum Number"": 79.0, ""MagpieData mean GSbandgap"": 0.0, ""MagpieData mean NUnfilled"": 2.0, ""MagpieData mean NdValence"": 9.010000000000002, ""MagpieData mean NfValence"": 4.62, ""MagpieData mean NpValence"": 0.34, ""MagpieData mean NsValence"": 1.33, ""MagpieData minimum Column"": 9.0, ""MagpieData minimum Number"": 27.0, ""MagpieData mode GSbandgap"": 0.0, ""MagpieData mode NUnfilled"": 1.0, ""MagpieData mode NdValence"": 7.0, ""MagpieData mode NfValence"": 0.0, ""MagpieData mode NpValence"": 0.0, ""MagpieData mode NsValence"": 1.0, ""MagpieData range GSmagmom"": 1.5484712, ""MagpieData range MeltingT"": 1322.97, ""MagpieData range NValence"": 16.0, ""MagpieData mean NdUnfilled"": 0.99, ""MagpieData mean NfUnfilled"": 0.0, ""MagpieData mean NpUnfilled"": 0.68, ""MagpieData mean NsUnfilled"": 0.33, ""MagpieData mode NdUnfilled"": 0.0, ""MagpieData mode NfUnfilled"": 0.0, ""MagpieData mode NpUnfilled"": 0.0, ""MagpieData mode NsUnfilled"": 0.0, ""MagpieData range GSbandgap"": 0.0, ""MagpieData range NUnfilled"": 4.0, ""MagpieData range NdValence"": 3.0, ""MagpieData range NfValence"": 14.0, ""MagpieData range NpValence"": 2.0, ""MagpieData range NsValence"": 2.0, ""MagpieData avg_dev GSmagmom"": 0.6847339646400001, ""MagpieData avg_dev MeltingT"": 367.02600000000007, ""MagpieData avg_dev NValence"": 6.402000000000001, ""MagpieData maximum GSmagmom"": 1.5484712, ""MagpieData maximum MeltingT"": 1828.05, ""MagpieData maximum NValence"": 25.0, ""MagpieData mean GSvolume_pa"": 17.0, ""MagpieData minimum GSmagmom"": 0.0, ""MagpieData minimum MeltingT"": 505.08, ""MagpieData minimum NValence"": 9.0, ""MagpieData mode GSvolume_pa"": 10.245, ""MagpieData range NdUnfilled"": 3.0, ""MagpieData range NfUnfilled"": 0.0, ""MagpieData range NpUnfilled"": 4.0, ""MagpieData range NsUnfilled"": 1.0, ""MagpieData avg_dev GSbandgap"": 0.0, ""MagpieData avg_dev NUnfilled"": 1.34, ""MagpieData avg_dev NdValence"": 1.3265999999999993, ""MagpieData avg_dev NfValence"": 6.1908, ""MagpieData avg_dev NpValence"": 0.5644, ""MagpieData avg_dev NsValence"": 0.67, ""MagpieData maximum GSbandgap"": 0.0, ""MagpieData maximum NUnfilled"": 4.0, ""MagpieData maximum NdValence"": 10.0, ""MagpieData maximum NfValence"": 14.0, ""MagpieData maximum NpValence"": 2.0, ""MagpieData maximum NsValence"": 2.0, ""MagpieData mean AtomicWeight"": 122.71902212, ""MagpieData minimum GSbandgap"": 0.0, ""MagpieData minimum NUnfilled"": 0.0, ""MagpieData minimum NdValence"": 7.0, ""MagpieData minimum NfValence"": 0.0, ""MagpieData minimum NpValence"": 0.0, ""MagpieData minimum NsValence"": 0.0, ""MagpieData mode AtomicWeight"": 58.933195, ""MagpieData range GSvolume_pa"": 23.04, ""MagpieData avg_dev NdUnfilled"": 1.3266, ""MagpieData avg_dev NfUnfilled"": 0.0, ""MagpieData avg_dev NpUnfilled"": 1.1288, ""MagpieData avg_dev NsUnfilled"": 0.4422, ""MagpieData maximum NdUnfilled"": 3.0, ""MagpieData maximum NfUnfilled"": 0.0, ""MagpieData maximum NpUnfilled"": 4.0, ""MagpieData maximum NsUnfilled"": 1.0, ""MagpieData minimum NdUnfilled"": 0.0, ""MagpieData minimum NfUnfilled"": 0.0, ""MagpieData minimum NpUnfilled"": 0.0, ""MagpieData minimum NsUnfilled"": 0.0, ""MagpieData range AtomicWeight"": 138.03337399999998, ""MagpieData avg_dev GSvolume_pa"": 5.5369, ""MagpieData maximum GSvolume_pa"": 33.285, ""MagpieData mean CovalentRadius"": 133.72, ""MagpieData minimum GSvolume_pa"": 10.245, ""MagpieData mode CovalentRadius"": 126.0, ""MagpieData avg_dev AtomicWeight"": 49.00338094080001, ""MagpieData maximum AtomicWeight"": 196.966569, ""MagpieData mean MendeleevNumber"": 65.06, ""MagpieData minimum AtomicWeight"": 58.933195, ""MagpieData mode MendeleevNumber"": 58.0, ""MagpieData range CovalentRadius"": 13.0, ""MagpieData mean SpaceGroupNumber"": 200.48999999999998, ""MagpieData mode SpaceGroupNumber"": 194.0, ""MagpieData range MendeleevNumber"": 22.0, ""MagpieData avg_dev CovalentRadius"": 5.095200000000001, ""MagpieData maximum CovalentRadius"": 139.0, ""MagpieData mean Electronegativity"": 2.1658000000000004, ""MagpieData minimum CovalentRadius"": 126.0, ""MagpieData mode Electronegativity"": 1.88, ""MagpieData range SpaceGroupNumber"": 84.0, ""MagpieData avg_dev MendeleevNumber"": 5.7, ""MagpieData maximum MendeleevNumber"": 80.0, ""MagpieData minimum MendeleevNumber"": 58.0, ""MagpieData range Electronegativity"": 0.6600000000000001, ""MagpieData avg_dev SpaceGroupNumber"": 24.509999999999998, ""MagpieData maximum SpaceGroupNumber"": 225.0, ""MagpieData minimum SpaceGroupNumber"": 141.0, ""MagpieData avg_dev Electronegativity"": 0.25860000000000005, ""MagpieData maximum Electronegativity"": 2.54, ""MagpieData minimum Electronegativity"": 1.88}",-1,DataPoint
2628111213739687194,"{""Ag%"": 0.0, ""Au%"": 0.0, ""Co%"": 0.0, ""Cu%"": 0.59, ""Ni%"": 0.0, ""Pd%"": 0.0, ""Pt%"": 0.41, ""Sn%"": 0.0}",-1,DataPoint
2634557557309789682,"{""Ag%"": 0.0, ""Au%"": 0.0, ""Co%"": 0.38, ""Cu%"": 0.0, ""Ni%"": 0.23, ""Pd%"": 0.18, ""Pt%"": 0.0, ""Sn%"": 0.21}",0,DataPoint
2710492640312594223,"{""MagpieData mean Row"": 4.0, ""MagpieData mode Row"": 4.0, ""MagpieData range Row"": 0.0, ""MagpieData avg_dev Row"": 0.0, ""MagpieData maximum Row"": 4.0, ""MagpieData mean Column"": 9.399999999999999, ""MagpieData mean Number"": 27.4, ""MagpieData minimum Row"": 4.0, ""MagpieData mode Column"": 9.0, ""MagpieData mode Number"": 27.0, ""MagpieData range Column"": 1.0, ""MagpieData range Number"": 1.0, ""MagpieData mean GSmagmom"": 1.1672406, ""MagpieData mean MeltingT"": 1752.0, ""MagpieData mean NValence"": 9.399999999999999, ""MagpieData mode GSmagmom"": 1.5484712, ""MagpieData mode MeltingT"": 1768.0, ""MagpieData mode NValence"": 9.0, ""MagpieData avg_dev Column"": 0.4799999999999997, ""MagpieData avg_dev Number"": 0.4799999999999997, ""MagpieData maximum Column"": 10.0, ""MagpieData maximum Number"": 28.0, ""MagpieData mean GSbandgap"": 0.0, ""MagpieData mean NUnfilled"": 2.5999999999999996, ""MagpieData mean NdValence"": 7.4, ""MagpieData mean NfValence"": 0.0, ""MagpieData mean NpValence"": 0.0, ""MagpieData mean NsValence"": 2.0, ""MagpieData minimum Column"": 9.0, ""MagpieData minimum Number"": 27.0, ""MagpieData mode GSbandgap"": 0.0, ""MagpieData mode NUnfilled"": 3.0, ""MagpieData mode NdValence"": 7.0, ""MagpieData mode NfValence"": 0.0, ""MagpieData mode NpValence"": 0.0, ""MagpieData mode NsValence"": 2.0, ""MagpieData range GSmagmom"": 0.9530765, ""MagpieData range MeltingT"": 40.0, ""MagpieData range NValence"": 1.0, ""MagpieData mean NdUnfilled"": 2.5999999999999996, ""MagpieData mean NfUnfilled"": 0.0, ""MagpieData mean NpUnfilled"": 0.0, ""MagpieData mean NsUnfilled"": 0.0, ""MagpieData mode NdUnfilled"": 3.0, ""MagpieData mode NfUnfilled"": 0.0, ""MagpieData mode NpUnfilled"": 0.0, ""MagpieData mode NsUnfilled"": 0.0, ""MagpieData range GSbandgap"": 0.0, ""MagpieData range NUnfilled"": 1.0, ""MagpieData range NdValence"": 1.0, ""MagpieData range NfValence"": 0.0, ""MagpieData range NpValence"": 0.0, ""MagpieData range NsValence"": 0.0, ""MagpieData avg_dev GSmagmom"": 0.45747672, ""MagpieData avg_dev MeltingT"": 19.200000000000003, ""MagpieData avg_dev NValence"": 0.4799999999999997, ""MagpieData maximum GSmagmom"": 1.5484712, ""MagpieData maximum MeltingT"": 1768.0, ""MagpieData maximum NValence"": 10.0, ""MagpieData mean GSvolume_pa"": 10.274999999999999, ""MagpieData minimum GSmagmom"": 0.5953947, ""MagpieData minimum MeltingT"": 1728.0, ""MagpieData minimum NValence"": 9.0, ""MagpieData mode GSvolume_pa"": 10.245, ""MagpieData range NdUnfilled"": 1.0, ""MagpieData range NfUnfilled"": 0.0, ""MagpieData range NpUnfilled"": 0.0, ""MagpieData range NsUnfilled"": 0.0, ""MagpieData avg_dev GSbandgap"": 0.0, ""MagpieData avg_dev NUnfilled"": 0.4800000000000001, ""MagpieData avg_dev NdValence"": 0.4800000000000001, ""MagpieData avg_dev NfValence"": 0.0, ""MagpieData avg_dev NpValence"": 0.0, ""MagpieData avg_dev NsValence"": 0.0, ""MagpieData maximum GSbandgap"": 0.0, ""MagpieData maximum NUnfilled"": 3.0, ""MagpieData maximum NdValence"": 8.0, ""MagpieData maximum NfValence"": 0.0, ""MagpieData maximum NpValence"": 0.0, ""MagpieData maximum NsValence"": 2.0, ""MagpieData mean AtomicWeight"": 58.837277, ""MagpieData minimum GSbandgap"": 0.0, ""MagpieData minimum NUnfilled"": 2.0, ""MagpieData minimum NdValence"": 7.0, ""MagpieData minimum NfValence"": 0.0, ""MagpieData minimum NpValence"": 0.0, ""MagpieData minimum NsValence"": 2.0, ""MagpieData mode AtomicWeight"": 58.933195, ""MagpieData range GSvolume_pa"": 0.07500000000000107, ""MagpieData avg_dev NdUnfilled"": 0.4800000000000001, ""MagpieData avg_dev NfUnfilled"": 0.0, ""MagpieData avg_dev NpUnfilled"": 0.0, ""MagpieData avg_dev NsUnfilled"": 0.0, ""MagpieData maximum NdUnfilled"": 3.0, ""MagpieData maximum NfUnfilled"": 0.0, ""MagpieData maximum NpUnfilled"": 0.0, ""MagpieData maximum NsUnfilled"": 0.0, ""MagpieData minimum NdUnfilled"": 2.0, ""MagpieData minimum NfUnfilled"": 0.0, ""MagpieData minimum NpUnfilled"": 0.0, ""MagpieData minimum NsUnfilled"": 0.0, ""MagpieData range AtomicWeight"": 0.23979500000000087, ""MagpieData avg_dev GSvolume_pa"": 0.036000000000000296, ""MagpieData maximum GSvolume_pa"": 10.32, ""MagpieData mean CovalentRadius"": 125.19999999999999, ""MagpieData minimum GSvolume_pa"": 10.245, ""MagpieData mode CovalentRadius"": 126.0, ""MagpieData avg_dev AtomicWeight"": 0.11510159999999985, ""MagpieData maximum AtomicWeight"": 58.933195, ""MagpieData mean MendeleevNumber"": 59.2, ""MagpieData minimum AtomicWeight"": 58.6934, ""MagpieData mode MendeleevNumber"": 58.0, ""MagpieData range CovalentRadius"": 2.0, ""MagpieData mean SpaceGroupNumber"": 206.39999999999998, ""MagpieData mode SpaceGroupNumber"": 194.0, ""MagpieData range MendeleevNumber"": 3.0, ""MagpieData avg_dev CovalentRadius"": 0.9600000000000023, ""MagpieData maximum CovalentRadius"": 126.0, ""MagpieData mean Electronegativity"": 1.892, ""MagpieData minimum CovalentRadius"": 124.0, ""MagpieData mode Electronegativity"": 1.88, ""MagpieData range SpaceGroupNumber"": 31.0, ""MagpieData avg_dev MendeleevNumber"": 1.4400000000000004, ""MagpieData maximum MendeleevNumber"": 61.0, ""MagpieData minimum MendeleevNumber"": 58.0, ""MagpieData range Electronegativity"": 0.030000000000000027, ""MagpieData avg_dev SpaceGroupNumber"": 14.879999999999995, ""MagpieData maximum SpaceGroupNumber"": 225.0, ""MagpieData minimum SpaceGroupNumber"": 194.0, ""MagpieData avg_dev Electronegativity"": 0.014400000000000013, ""MagpieData maximum Electronegativity"": 1.91, ""MagpieData minimum Electronegativity"": 1.88}",-1,DataPoint
2844355113420024868,"{""Ag%"": 0.0, ""Au%"": 0.49, ""Co%"": 0.0, ""Cu%"": 0.51, ""Ni%"": 0.0, ""Pd%"": 0.0, ""Pt%"": 0.0, ""Sn%"": 0.0}",-1,DataPoint
2846735371487399248,"{""Ag%"": 0.0, ""Au%"": 0.25, ""Co%"": 0.0, ""Cu%"": 0.0, ""Ni%"": 0.24, ""Pd%"": 0.2, ""Pt%"": 0.0, ""Sn%"": 0.31}",-2,DataPoint
2854608764606661332,"{""Ag%"": 0.52, ""Au%"": 0.48, ""Co%"": 0.0, ""Cu%"": 0.0, ""Ni%"": 0.0, ""Pd%"": 0.0, ""Pt%"": 0.0, ""Sn%"": 0.0}",-1,DataPoint
2882018361738066861,"{""MagpieData mean Row"": 4.98, ""MagpieData mode Row"": 4.0, ""MagpieData range Row"": 2.0, ""MagpieData avg_dev Row"": 0.6663999999999999, ""MagpieData maximum Row"": 6.0, ""MagpieData mean Column"": 10.14, ""MagpieData mean Number"": 50.26, ""MagpieData minimum Row"": 4.0, ""MagpieData mode Column"": 9.0, ""MagpieData mode Number"": 27.0, ""MagpieData range Column"": 5.0, ""MagpieData range Number"": 52.0, ""MagpieData mean GSmagmom"": 0.5264802080000001, ""MagpieData mean MeltingT"": 1597.6837999999998, ""MagpieData mean NValence"": 14.620000000000001, ""MagpieData mode GSmagmom"": 1.5484712, ""MagpieData mode MeltingT"": 1768.0, ""MagpieData mode NValence"": 9.0, ""MagpieData avg_dev Column"": 0.8592000000000002, ""MagpieData avg_dev Number"": 18.393600000000003, ""MagpieData maximum Column"": 14.0, ""MagpieData maximum Number"": 79.0, ""MagpieData mean GSbandgap"": 0.0, ""MagpieData mean NUnfilled"": 1.5, ""MagpieData mean NdValence"": 8.98, ""MagpieData mean NfValence"": 4.48, ""MagpieData mean NpValence"": 0.08, ""MagpieData mean NsValence"": 1.08, ""MagpieData minimum Column"": 9.0, ""MagpieData minimum Number"": 27.0, ""MagpieData mode GSbandgap"": 0.0, ""MagpieData mode NUnfilled"": 3.0, ""MagpieData mode NdValence"": 7.0, ""MagpieData mode NfValence"": 0.0, ""MagpieData mode NpValence"": 0.0, ""MagpieData mode NsValence"": 2.0, ""MagpieData range GSmagmom"": 1.5484712, ""MagpieData range MeltingT"": 1322.97, ""MagpieData range NValence"": 16.0, ""MagpieData mean NdUnfilled"": 1.02, ""MagpieData mean NfUnfilled"": 0.0, ""MagpieData mean NpUnfilled"": 0.16, ""MagpieData mean NsUnfilled"": 0.32, ""MagpieData mode NdUnfilled"": 3.0, ""MagpieData mode NfUnfilled"": 0.0, ""MagpieData mode NpUnfilled"": 0.0, ""MagpieData mode NsUnfilled"": 0.0, ""MagpieData range GSbandgap"": 0.0, ""MagpieData range NUnfilled"": 4.0, ""MagpieData range NdValence"": 3.0, ""MagpieData range NfValence"": 14.0, ""MagpieData range NpValence"": 2.0, ""MagpieData range NsValence"": 2.0, ""MagpieData avg_dev GSmagmom"": 0.6949538745600001, ""MagpieData avg_dev MeltingT"": 254.03473600000004, ""MagpieData avg_dev NValence"": 6.6432, ""MagpieData maximum GSmagmom"": 1.5484712, ""MagpieData maximum MeltingT"": 1828.05, ""MagpieData maximum NValence"": 25.0, ""MagpieData mean GSvolume_pa"": 14.481700000000002, ""MagpieData minimum GSmagmom"": 0.0, ""MagpieData minimum MeltingT"": 505.08, ""MagpieData minimum NValence"": 9.0, ""MagpieData mode GSvolume_pa"": 10.245, ""MagpieData range NdUnfilled"": 3.0, ""MagpieData range NfUnfilled"": 0.0, ""MagpieData range NpUnfilled"": 4.0, ""MagpieData range NsUnfilled"": 1.0, ""MagpieData avg_dev GSbandgap"": 0.0, ""MagpieData avg_dev NUnfilled"": 1.2200000000000002, ""MagpieData avg_dev NdValence"": 1.3463999999999998, ""MagpieData avg_dev NfValence"": 6.0928, ""MagpieData avg_dev NpValence"": 0.15360000000000001, ""MagpieData avg_dev NsValence"": 0.6992, ""MagpieData maximum GSbandgap"": 0.0, ""MagpieData maximum NUnfilled"": 4.0, ""MagpieData maximum NdValence"": 10.0, ""MagpieData maximum NfValence"": 14.0, ""MagpieData maximum NpValence"": 2.0, ""MagpieData maximum NsValence"": 2.0, ""MagpieData mean AtomicWeight"": 119.74098838, ""MagpieData minimum GSbandgap"": 0.0, ""MagpieData minimum NUnfilled"": 0.0, ""MagpieData minimum NdValence"": 7.0, ""MagpieData minimum NfValence"": 0.0, ""MagpieData minimum NpValence"": 0.0, ""MagpieData minimum NsValence"": 0.0, ""MagpieData mode AtomicWeight"": 58.933195, ""MagpieData range GSvolume_pa"": 23.04, ""MagpieData avg_dev NdUnfilled"": 1.3464, ""MagpieData avg_dev NfUnfilled"": 0.0, ""MagpieData avg_dev NpUnfilled"": 0.30720000000000003, ""MagpieData avg_dev NsUnfilled"": 0.4352, ""MagpieData maximum NdUnfilled"": 3.0, ""MagpieData maximum NfUnfilled"": 0.0, ""MagpieData maximum NpUnfilled"": 4.0, ""MagpieData maximum NsUnfilled"": 1.0, ""MagpieData minimum NdUnfilled"": 0.0, ""MagpieData minimum NfUnfilled"": 0.0, ""MagpieData minimum NpUnfilled"": 0.0, ""MagpieData minimum NsUnfilled"": 0.0, ""MagpieData range AtomicWeight"": 138.03337399999998, ""MagpieData avg_dev GSvolume_pa"": 2.9239760000000006, ""MagpieData maximum GSvolume_pa"": 33.285, ""MagpieData mean CovalentRadius"": 133.62, ""MagpieData minimum GSvolume_pa"": 10.245, ""MagpieData mode CovalentRadius"": 126.0, ""MagpieData avg_dev AtomicWeight"": 49.4243715968, ""MagpieData maximum AtomicWeight"": 196.966569, ""MagpieData mean MendeleevNumber"": 62.64, ""MagpieData minimum AtomicWeight"": 58.933195, ""MagpieData mode MendeleevNumber"": 58.0, ""MagpieData range CovalentRadius"": 13.0, ""MagpieData mean SpaceGroupNumber"": 211.1, ""MagpieData mode SpaceGroupNumber"": 194.0, ""MagpieData range MendeleevNumber"": 22.0, ""MagpieData avg_dev CovalentRadius"": 5.181599999999998, ""MagpieData maximum CovalentRadius"": 139.0, ""MagpieData mean Electronegativity"": 2.1904, ""MagpieData minimum CovalentRadius"": 126.0, ""MagpieData mode Electronegativity"": 1.88, ""MagpieData range SpaceGroupNumber"": 84.0, ""MagpieData avg_dev MendeleevNumber"": 3.5392, ""MagpieData maximum MendeleevNumber"": 80.0, ""MagpieData minimum MendeleevNumber"": 58.0, ""MagpieData range Electronegativity"": 0.6600000000000001, ""MagpieData avg_dev SpaceGroupNumber"": 17.236, ""MagpieData maximum SpaceGroupNumber"": 225.0, ""MagpieData minimum SpaceGroupNumber"": 141.0, ""MagpieData avg_dev Electronegativity"": 0.22950400000000012, ""MagpieData maximum Electronegativity"": 2.54, ""MagpieData minimum Electronegativity"": 1.88}",0,DataPoint
2940255051291319326,"{""Ag%"": 0.29, ""Au%"": 0.0, ""Co%"": 0.22, ""Cu%"": 0.21, ""Ni%"": 0.0, ""Pd%"": 0.17, ""Pt%"": 0.0, ""Sn%"": 0.11}",-4,DataPoint
2950926064836155415,"{""Ag%"": 0.0, ""Au%"": 0.44, ""Co%"": 0.0, ""Cu%"": 0.56, ""Ni%"": 0.0, ""Pd%"": 0.0, ""Pt%"": 0.0, ""Sn%"": 0.0}",-1,DataPoint
3111253364727477595,"{""MagpieData mean Row"": 4.71, ""MagpieData mode Row"": 4.0, ""MagpieData range Row"": 2.0, ""MagpieData avg_dev Row"": 0.6674000000000001, ""MagpieData maximum Row"": 6.0, ""MagpieData mean Column"": 10.72, ""MagpieData mean Number"": 44.02, ""MagpieData minimum Row"": 4.0, ""MagpieData mode Column"": 10.0, ""MagpieData mode Number"": 28.0, ""MagpieData range Column"": 5.0, ""MagpieData range Number"": 52.0, ""MagpieData mean GSmagmom"": 0.41326621900000005, ""MagpieData mean MeltingT"": 1473.3919999999998, ""MagpieData mean NValence"": 13.24, ""MagpieData mode GSmagmom"": 0.5953947, ""MagpieData mode MeltingT"": 1728.0, ""MagpieData mode NValence"": 10.0, ""MagpieData avg_dev Column"": 1.2160000000000002, ""MagpieData avg_dev Number"": 15.338799999999999, ""MagpieData maximum Column"": 14.0, ""MagpieData maximum Number"": 79.0, ""MagpieData mean GSbandgap"": 0.0, ""MagpieData mean NUnfilled"": 1.9400000000000004, ""MagpieData mean NdValence"": 8.92, ""MagpieData mean NfValence"": 2.52, ""MagpieData mean NpValence"": 0.34, ""MagpieData mean NsValence"": 1.4600000000000002, ""MagpieData minimum Column"": 9.0, ""MagpieData minimum Number"": 27.0, ""MagpieData mode GSbandgap"": 0.0, ""MagpieData mode NUnfilled"": 2.0, ""MagpieData mode NdValence"": 8.0, ""MagpieData mode NfValence"": 0.0, ""MagpieData mode NpValence"": 0.0, ""MagpieData mode NsValence"": 2.0, ""MagpieData range GSmagmom"": 1.5484712, ""MagpieData range MeltingT"": 1322.97, ""MagpieData range NValence"": 16.0, ""MagpieData mean NdUnfilled"": 1.08, ""MagpieData mean NfUnfilled"": 0.0, ""MagpieData mean NpUnfilled"": 0.68, ""MagpieData mean NsUnfilled"": 0.18, ""MagpieData mode NdUnfilled"": 2.0, ""MagpieData mode NfUnfilled"": 0.0, ""MagpieData mode NpUnfilled"": 0.0, ""MagpieData mode NsUnfilled"": 0.0, ""MagpieData range GSbandgap"": 0.0, ""MagpieData range NUnfilled"": 4.0, ""MagpieData range NdValence"": 3.0, ""MagpieData range NfValence"": 14.0, ""MagpieData range NpValence"": 2.0, ""MagpieData range NsValence"": 2.0, ""MagpieData avg_dev GSmagmom"": 0.4380621921400001, ""MagpieData avg_dev MeltingT"": 378.2084000000001, ""MagpieData avg_dev NValence"": 4.492, ""MagpieData maximum GSmagmom"": 1.5484712, ""MagpieData maximum MeltingT"": 1828.05, ""MagpieData maximum NValence"": 25.0, ""MagpieData mean GSvolume_pa"": 16.09815, ""MagpieData minimum GSmagmom"": 0.0, ""MagpieData minimum MeltingT"": 505.08, ""MagpieData minimum NValence"": 9.0, ""MagpieData mode GSvolume_pa"": 10.32, ""MagpieData range NdUnfilled"": 3.0, ""MagpieData range NfUnfilled"": 0.0, ""MagpieData range NpUnfilled"": 4.0, ""MagpieData range NsUnfilled"": 1.0, ""MagpieData avg_dev GSbandgap"": 0.0, ""MagpieData avg_dev NUnfilled"": 1.0368, ""MagpieData avg_dev NdValence"": 1.1448, ""MagpieData avg_dev NfValence"": 4.1328, ""MagpieData avg_dev NpValence"": 0.5644, ""MagpieData avg_dev NsValence"": 0.6911999999999999, ""MagpieData maximum GSbandgap"": 0.0, ""MagpieData maximum NUnfilled"": 4.0, ""MagpieData maximum NdValence"": 10.0, ""MagpieData maximum NfValence"": 14.0, ""MagpieData maximum NpValence"": 2.0, ""MagpieData maximum NsValence"": 2.0, ""MagpieData mean AtomicWeight"": 102.40975172, ""MagpieData minimum GSbandgap"": 0.0, ""MagpieData minimum NUnfilled"": 0.0, ""MagpieData minimum NdValence"": 7.0, ""MagpieData minimum NfValence"": 0.0, ""MagpieData minimum NpValence"": 0.0, ""MagpieData minimum NsValence"": 0.0, ""MagpieData mode AtomicWeight"": 58.6934, ""MagpieData range GSvolume_pa"": 23.04, ""MagpieData avg_dev NdUnfilled"": 1.1448, ""MagpieData avg_dev NfUnfilled"": 0.0, ""MagpieData avg_dev NpUnfilled"": 1.1288, ""MagpieData avg_dev NsUnfilled"": 0.2952, ""MagpieData maximum NdUnfilled"": 3.0, ""MagpieData maximum NfUnfilled"": 0.0, ""MagpieData maximum NpUnfilled"": 4.0, ""MagpieData maximum NsUnfilled"": 1.0, ""MagpieData minimum NdUnfilled"": 0.0, ""MagpieData minimum NfUnfilled"": 0.0, ""MagpieData minimum NpUnfilled"": 0.0, ""MagpieData minimum NsUnfilled"": 0.0, ""MagpieData range AtomicWeight"": 138.273169, ""MagpieData avg_dev GSvolume_pa"": 6.060195, ""MagpieData maximum GSvolume_pa"": 33.285, ""MagpieData mean CovalentRadius"": 131.69, ""MagpieData minimum GSvolume_pa"": 10.245, ""MagpieData mode CovalentRadius"": 124.0, ""MagpieData avg_dev AtomicWeight"": 41.0262280168, ""MagpieData maximum AtomicWeight"": 196.966569, ""MagpieData mean MendeleevNumber"": 64.89000000000001, ""MagpieData minimum AtomicWeight"": 58.6934, ""MagpieData mode MendeleevNumber"": 61.0, ""MagpieData range CovalentRadius"": 15.0, ""MagpieData mean SpaceGroupNumber"": 206.38, ""MagpieData mode SpaceGroupNumber"": 225.0, ""MagpieData range MendeleevNumber"": 22.0, ""MagpieData avg_dev CovalentRadius"": 6.6686, ""MagpieData maximum CovalentRadius"": 139.0, ""MagpieData mean Electronegativity"": 2.0799, ""MagpieData minimum CovalentRadius"": 124.0, ""MagpieData mode Electronegativity"": 1.91, ""MagpieData range SpaceGroupNumber"": 84.0, ""MagpieData avg_dev MendeleevNumber"": 5.537000000000004, ""MagpieData maximum MendeleevNumber"": 80.0, ""MagpieData minimum MendeleevNumber"": 58.0, ""MagpieData range Electronegativity"": 0.6600000000000001, ""MagpieData avg_dev SpaceGroupNumber"": 25.695600000000002, ""MagpieData maximum SpaceGroupNumber"": 225.0, ""MagpieData minimum SpaceGroupNumber"": 141.0, ""MagpieData avg_dev Electronegativity"": 0.20887200000000006, ""MagpieData maximum Electronegativity"": 2.54, ""MagpieData minimum Electronegativity"": 1.88}",-5,DataPoint
